PRIMER DÍGITO;SEGUNDO DÍGITO;CUENTA ALTERNATIVA A 6 DÍGITOS;CUENTA OPERATIVA;CONCEPTO;SALDO FULL IFRS;DIVISA
1;15;158720;;OTROS METALES ADHERENTES;0,00;USD
1;15;158805;;MATERIA PRIMAS;0,00;USD
1;15;158810;;PRODUCTOS EN PROCESO;0,00;USD
1;15;158815;;PRODUCTOS TERMINADOS;0,00;USD
1;15;158820;;COSTOS DE PRODUCCIÓN;0,00;USD
1;15;158825;;COSTOS POR APLICAR;0,00;USD
1;15;158830;;MATERIALES INDIRECTOS;0,00;USD
1;15;158840;;EN TRANSITO;0,00;USD
1;15;158850;;COSTOS POR DISTRIBUIR;0,00;USD
1;15;158905;;MATERIAS PRIMAS;0,00;USD
1;15;158907;;PRODUCTOS SEMIELABORADOS;0,00;USD
1;15;158910;;PRODUCTOS EN PROCESO;0,00;USD
1;15;158915;;PRODUCTOS TERMINADOS;0,00;USD
1;15;158920;;COSTOS DE PRODUCCIÓN;0,00;USD
1;15;158925;;COSTOS POR APLICAR;0,00;USD
1;15;158930;;MATERIALES INDIRECTOS;0,00;USD
1;15;158940;;EN TRANSITO;0,00;USD
1;15;158950;;COSTOS POR DISTRIBUIR;0,00;USD
1;15;159003;;MONEDAS CONMEMORATIVAS;0,00;USD
1;15;159012;;PUBLICACIONES Y ARTICULOS PARA LA VENTA;0,00;USD
1;15;159040;;MERCANCIAS EN TRANSITO;0,00;USD
1;15;159500;;OTROS INVENTARIOS;0,00;USD
1;15;159700;;DETERIORO DE INVENTARIOS;0,00;USD
1;16;160105;;VENTA DE INVERSIONES;0,00;USD
1;16;160115;;VENTA DE MONEDAS;0,00;USD
1;16;160195;;OTRAS;0,00;USD
1;16;160200;;PARA ALCANZAR RENTABILIDAD MÍNIMA - FONDOS DE PENSIONES - SEG. SOCIAL;0,00;USD
1;16;160400;;CUENTAS CORRIENTES COMERCIALES ;0,00;USD
1;16;160510;;CATEGORÍA A RIESGO NORMAL, VIVIENDA;44.942.058,71;USD
1;16;160512;;CATEGORÍA B RIESGO ACEPTABLE, VIVIENDA;4.504.487,84;USD
1;16;160514;;CATEGORÍA C RIESGO APRECIABLE, VIVIENDA;2.449.382,92;USD
1;16;160516;;CATEGORÍA D RIESGO SIGNIFICATIVO, VIVIENDA;0,00;USD
1;16;160518;;CATEGORÍA E RIESGO DE INCOBRABILIDAD, VIVIENDA;3.603.751,87;USD
1;16;160520;;CATEGORÍA A RIESGO NORMAL, CONSUMO;4.439.231,15;USD
1;16;160522;;CATEGORÍA B RIESGO ACEPTABLE, CONSUMO;13.831.114,23;USD
1;16;160524;;CATEGORÍA C RIESGO APRECIABLE, CONSUMO;5.848.005,99;USD
1;16;160526;;CATEGORÍA D RIESGO SIGNIFICATIVO, CONSUMO;189.351,55;USD
1;16;160528;;CATEGORÍA E RIESGO DE INCOBRABILIDAD, CONSUMO;1.898.495,20;USD
1;16;160530;;CATEGORÍA A RIESGO NORMAL, MICROCRÉDITO;259.786,30;USD
1;16;160532;;CATEGORÍA B RIESGO ACEPTABLE, MICROCRÉDITO;2.122.057,24;USD
1;16;160534;;CATEGORÍA C RIESGO APRECIABLE, MICROCRÉDITO;1.335.574,19;USD
1;16;160536;;CATEGORÍA D RIESGO SIGNIFICATIVO, MICROCRÉDITO;317.663,32;USD
1;16;160538;;CATEGORÍA E RIESGO DE INCOBRABILIDAD, MICROCRÉDITO;945.754,91;USD
1;16;160540;;CATEGORÍA A RIESGO NORMAL, COMERCIAL;22.442.354,22;USD
1;16;160542;;CATEGORÍA B RIESGO ACEPTABLE, COMERCIAL;43.812.586,53;USD
1;16;160544;;CATEGORÍA C RIESGO APRECIABLE, COMERCIAL;15.893.809,67;USD
1;16;160546;;CATEGORÍA D RIESGO SIGNIFICATIVO, COMERCIAL;337.475,90;USD
1;16;160548;;CATEGORÍA E RIESGO DE INCOBRABILIDAD, COMERCIAL;31.061.486,91;USD
1;16;160550;;MORA EN TRASLADO DE CESANTÍAS AL FNA;0,00;USD
1;16;160555;;DIFERENCIAL DE TASAS;0,00;USD
1;16;160560;;DEPÓSITOS DE CONTRACCIÓN MONETARIA;0,00;USD
1;16;160595;;OTROS;0,00;USD
1;16;160600;;A RETROGARANTES;0,00;USD
1;16;160700;;CESANTÍAS CAUSADAS SECTOR PÚBLICO;0,00;USD
1;16;160810;;CATEGORÍA A RIESGO NORMAL, LEASING HABITACIONAL;0,00;USD
1;16;160812;;CATEGORÍA B RIESGO ACEPTABLE, LEASING HABITACIONAL;0,00;USD
1;16;160814;;CATEGORÍA C RIESGO APRECIABLE, LEASING HABITACIONAL;0,00;USD
1;16;160816;;CATEGORÍA D RIESGO SIGNIFICATIVO, LEASING HABITACIONAL;0,00;USD
1;16;160818;;CATEGORÍA E RIESGO DE INCOBRABILIDAD, LEASING HABITACIONAL;0,00;USD
1;16;160820;;CATEGORÍA A RIESGO NORMAL, CONSUMO;0,00;USD
1;16;160822;;CATEGORÍA B RIESGO ACEPTABLE, CONSUMO;0,00;USD
1;16;160824;;CATEGORÍA C RIESGO APRECIABLE, CONSUMO;0,00;USD
1;16;160826;;CATEGORÍA D RIESGO SIGNIFICATIVO, CONSUMO;0,00;USD
1;16;160828;;CATEGORÍA E RIESGO DE INCOBRABILIDAD, CONSUMO;0,00;USD
1;16;160830;;CATEGORÍA A RIESGO NORMAL, MICROCRÉDITO;0,00;USD
1;16;160832;;CATEGORÍA B RIESGO ACEPTABLE, MICROCRÉDITO;0,00;USD
1;16;160834;;CATEGORÍA C RIESGO APRECIABLE, MICROCRÉDITO;0,00;USD
1;16;160836;;CATEGORÍA D RIESGO SIGNIFICATIVO, MICROCRÉDITO;0,00;USD
1;16;160838;;CATEGORÍA E RIESGO DE INCOBRABILIDAD, MICROCRÉDITO;0,00;USD
1;16;160840;;CATEGORÍA A RIESGO NORMAL, COMERCIAL;0,00;USD
1;16;160842;;CATEGORÍA B RIESGO ACEPTABLE, COMERCIAL;0,00;USD
1;16;160844;;CATEGORÍA C RIESGO APRECIABLE, COMERCIAL;0,00;USD
1;16;160846;;CATEGORÍA D RIESGO SIGNIFICATIVO, COMERCIAL;0,00;USD
1;16;160848;;CATEGORÍA E RIESGO DE INCOBRABILIDAD, COMERCIAL;0,00;USD
1;16;160905;;MATRIZ, FILIALES, SUBSIDIARIAS;0,00;USD
1;16;160910;;OTRAS PERSONAS JURÍDICAS;0,00;USD
1;16;161005;;ACEPTACIONES BANCARIAS;0,00;USD
1;16;161010;;CARTAS DE CRÉDITO;0,00;USD
1;16;161015;;AVALES;0,00;USD
1;16;161020;;GARANTÍAS BANCARIAS;0,00;USD
1;16;161025;;SERVICIOS BANCARIOS;400,00;USD
1;16;161030;;NEGOCIOS FIDUCIARIOS;0,00;USD
1;16;161035;;GIROS;0,00;USD
1;16;161040;;USO MEDIOS DE PAGO DIFERENTES DE EFECTIVO;0,00;USD
1;16;161042;;ADMINISTRACIÓN FONDO DE CESANTÍA PORTAFOLIO DE CORTO PLAZO;0,00;USD
1;16;161044;;ADMINISTRACIÓN FONDO DE CESANTÍA PORTAFOLIO DE LARGO PLAZO;0,00;USD
1;16;161046;;ADMINISTRACIÓN FONDO DE PENSIONES OBLIGATORIAS;0,00;USD
1;16;161048;;ADMINISTRACIÓN PENSIONES POR RETIRO PROGRAMADO ;0,00;USD
1;16;161050;;ADMINISTRACIÓN RECURSOS AFILIADOS CESANTES;0,00;USD
1;16;161052;;ADMINISTRACIÓN FONDO DE PENSIONES VOLUNTARIAS;0,00;USD
1;16;161054;;ADMINISTRACIÓN PASIVOS PENSIONALES ENTIDADES TERRITORIALES Y SUS DESCENTRALIZADAS;0,00;USD
1;16;161056;;ADMINISTRACIÓN FONPET;0,00;USD
1;16;161058;;ADMINISTRACIÓN PASIVOS PENSIONALES POR REACTIVACIÓN ECONÓMICA;0,00;USD
1;16;161060;;PRIVATIZACIONES;0,00;USD
1;16;161065;;CAPITAL GARANTÍA;0,00;USD
1;16;161070;;CUOTAS DE MANEJO DE TARJETAS DE CRÉDITO;0,00;USD
1;16;161072;;ADMINISTRACIÓN BEPs;0,00;USD
1;16;161095;;OTRAS;719.077,40;USD
1;16;161105;;ALMACÉN BODEGAS PROPIAS;0,00;USD
1;16;161110;;ALMACÉN BODEGAS PARTICULARES;0,00;USD
1;16;161115;;ALMACÉN MERCANCÍAS EN TRANSITO;0,00;USD
1;16;161120;;ALMACÉN SILOS;0,00;USD
1;16;161125;;AGENCIAMIENTO ADUANERO;0,00;USD
1;16;161130;;OPERACIONES COMPRA VENTA;0,00;USD
1;16;161135;;MANEJO Y DISTRIBUCIÓN;0,00;USD
1;16;161140;;TRATAMIENTO DE MERCANCÍAS;0,00;USD
1;16;161145;;MOVILIZACIÓN Y TRANSPORTE DE MERCANCÍAS;0,00;USD
1;16;161150;;ALMACENAJE ;0,00;USD
1;16;161195;;OTRAS;0,00;USD
1;16;161205;;DE BIENES PROPIOS;0,00;USD
1;16;161210;;DE BIENES ADJUDICADOS;0,00;USD
1;16;161305;;CATEGORÍA  A - CRÉDITO NORMAL, CONSUMO;0,00;USD
1;16;161310;;CATEGORÍA  B - CRÉDITO ACEPTABLE, CONSUMO;0,00;USD
1;16;161315;;CATEGORÍA  C - CRÉDITO APRECIABLE, CONSUMO;0,00;USD
1;16;161320;;CATEGORÍA  D - CRÉDITO SIGNIFICATIVO, CONSUMO;0,00;USD
1;16;161325;;CATEGORÍA  E - CRÉDITO IRRECUPERABLE, CONSUMO;0,00;USD
1;16;161330;;CATEGORÍA  A - CRÉDITO NORMAL, COMERCIAL;0,00;USD
1;16;161335;;CATEGORÍA  B - CRÉDITO ACEPTABLE, COMERCIAL;0,00;USD
1;16;161340;;CATEGORÍA  C - CRÉDITO APRECIABLE, COMERCIAL;0,00;USD
1;16;161345;;CATEGORÍA  D - CRÉDITO SIGNIFICATIVO, COMERCIAL;0,00;USD
1;16;161350;;CATEGORÍA  E - CRÉDITO IRRECUPERABLE, COMERCIAL;0,00;USD
1;16;161355;;CATEGORÍA  A - CRÉDITO NORMAL, MICROCRÉDITOS;0,00;USD
1;16;161360;;CATEGORÍA  B - CRÉDITO ACEPTABLE, MICROCRÉDITOS;0,00;USD
1;16;161365;;CATEGORÍA  C - CRÉDITO APRECIABLE, MICROCRÉDITOS;0,00;USD
1;16;161370;;CATEGORÍA  D - CRÉDITO SIGNIFICATIVO, MICROCRÉDITOS;0,00;USD
1;16;161375;;CATEGORÍA  E - CRÉDITO IRRECUPERABLE, MICROCRÉDITOS;0,00;USD
1;16;161405;;BIENES;0,00;USD
1;16;161410;;SERVICIOS;0,00;USD
1;16;161415;;TRANSFERENCIA DE FONDOS DE COMPENSACIÓN Y LIQUIDACIÓN ;0,00;USD
1;16;161605;;HONORARIOS ;0,00;USD
1;16;161610;;SERVICIOS;0,00;USD
1;16;161615;;FINANCIACIÓN DE VALORES;0,00;USD
1;16;161620;;INTERESES                       ;0,00;USD
1;16;161625;;REDENCIONES;0,00;USD
1;16;161630;;PRECIO POR TRANSFERENCIA TEMPORAL DE VALORES;0,00;USD
1;16;161695;;OTROS;0,00;USD
1;16;161705;;BANCOS;0,00;USD
1;16;161710;;CORPORACIONES FINANCIERAS;0,00;USD
1;16;161715;;SOCIEDADES COMISIONISTAS DE BOLSA DE VALORES;0,00;USD
1;16;161795;;OTROS;0,00;USD
1;16;161805;;COMISIONES POR COBRAR ;0,00;USD
1;16;161895;;OTROS CONCEPTOS;0,00;USD
1;16;161905;;SERVICIOS DE BOLSA POR LIQUIDAR;0,00;USD
1;16;161910;;SERVICIOS DE CÁMARA DE COMPENSACIÓN AGROPECUARIAS POR LIQUIDAR;0,00;USD
1;16;161995;;OTROS CONCEPTOS;0,00;USD
1;16;162005;;INSCRIPCIÓN DE TÍTULOS;0,00;USD
1;16;162010;;INSCRIPCIÓN DE TÍTULOS SOBRE Y PRODUCTOS AGROPECUARIOS;0,00;USD
1;16;162095;;OTROS;0,00;USD
1;16;162105;;POR SERVICIOS DE CÁMARA DE COMPENSACIÓN DE DIVISAS;0,00;USD
1;16;162110;;POR INCUMPLIMIENTO DE PARTICIPACIONES;0,00;USD
1;16;162115;;POR SERVICIOS DE CÁMARA DE RIESGO CENTRAL DE CONTRAPARTE;0,00;USD
1;16;162195;;POR OTROS CONCEPTOS;0,00;USD
1;16;162205;;FONDO DE INVERSIÓN COLECTIVA;0,00;USD
1;16;162210;;FONDOS DE CAPITAL EXTRANJERO;0,00;USD
1;16;162215;;CONTRATOS DE COMISIÓN Y ADMINISTRACIÓN DE VALORES;0,00;USD
1;16;162220;;ADMINISTRACIÓN PORTAFOLIO DE TERCEROS;0,00;USD
1;16;162225;;DEPÓSITOS CENTRALIZADOS DE VALORES;0,00;USD
1;16;162230;;OPERACIÓN BOLSA DE VALORES;0,00;USD
1;16;162235;;OPERACIÓN BOLSAS AGROPECUARIAS;0,00;USD
1;16;162505;;APORTES DE AFILIADOS;0,00;USD
1;16;162510;;CONTRIBUCIONES DE LA EMPRESA;0,00;USD
1;16;162605;;CASA MATRIZ ;0,00;USD
1;16;162610;;SUBSIDIARIAS;0,00;USD
1;16;162615;;RELACIONADAS Y ASOCIADAS;0,00;USD
1;16;162695;;OTRAS;0,00;USD
1;16;162705;;A SOCIOS;0,00;USD
1;16;162710;;A ACCIONISTAS ;0,00;USD
1;16;162715;;A ASOCIADOS;0,00;USD
1;16;162805;;PARA SERVICIOS;0,00;USD
1;16;162810;;PARA CONTRATOS;0,00;USD
1;16;162815;;PARA JUICIOS EJECUTIVOS;0,00;USD
1;16;162820;;PARA ADQUISICIÓN DE ACCIONES O CUOTAS SOCIALES          ;0,00;USD
1;16;162825;;EN GARANTÍA;18.056.757,72;USD
1;16;162830;;EN CONTRATOS DE FUTUROS Y OPERACIONES A PLAZO - EFECTIVO;0,00;USD
1;16;162895;;OTROS;0,00;USD
1;16;162900;;TÍTULOS BEPS-INCENTIVO PERIÓDICO;0,00;USD
1;16;163005;;ANTICIPOS DE IMPUESTOS DE RENTA Y COMPLEMENTARIOS;984.791,94;USD
1;16;163010;;ANTICIPOS DE IMPUESTOS DE INDUSTRIA Y COMERCIO;0,00;USD
1;16;163015;;RETENCIÓN EN LA FUENTE;0,00;USD
1;16;163020;;IMPUESTO A LAS VENTAS RETENIDO;0,00;USD
1;16;163025;;SOBRANTES EN LIQUIDACIÓN PRIVADA DE IMPUESTOS;0,00;USD
1;16;163030;;CONTRIBUCIONES;0,00;USD
1;16;163035;;IMPUESTOS DESCONTABLES;0,00;USD
1;16;163040;;IMPUESTO A LAS VENTAS;0,00;USD
1;16;163045;;IMPUESTO SOBRE LA RENTA PARA LA EQUIDAD- CREE ;0,00;USD
1;16;163095;;OTROS;1.522.741,62;USD
1;16;163200;;ANTICIPOS A CONTRATOS Y PROVEEDORES;0,00;USD
1;16;163405;;VIVIENDA;0,00;USD
1;16;163410;;VEHÍCULOS;0,00;USD
1;16;163415;;EDUCACIÓN;0,00;USD
1;16;163420;;SALUD Y SIMILARES;0,00;USD
1;16;163425;;CALAMIDAD DOMÉSTICA;0,00;USD
1;16;163430;;PRIMA DE SEGUROS;10.859,63;USD
1;16;163495;;OTROS;52.941,77;USD
1;16;163525;;PRIVATIZACIONES;0,00;USD
1;16;163530;;GIROS;0,00;USD
1;16;163595;;OTROS;1.044.676,01;USD
1;16;163605;;CATEGORÍA  A RIESGO NORMAL;0,00;USD
1;16;163610;;CATEGORÍA  B RIESGO ACEPTABLE;0,00;USD
1;16;163615;;CATEGORÍA  C RIESGO APRECIABLE;0,00;USD
1;16;163620;;CATEGORÍA  D RIESGO SIGNIFICATIVO;0,00;USD
1;16;163625;;CATEGORÍA  E RIESGO DE INCOBRABILIDAD;0,00;USD
1;16;163705;;CATEGORÍA  A RIESGO NORMAL;0,00;USD
1;16;163710;;CATEGORÍA  B RIESGO ACEPTABLE;0,00;USD
1;16;163715;;CATEGORÍA  C RIESGO APRECIABLE;0,00;USD
1;16;163720;;CATEGORÍA  D RIESGO SIGNIFICATIVO;0,00;USD
1;16;163725;;CATEGORÍA  E RIESGO DE INCOBRABILIDAD;0,00;USD
1;16;163805;;CATEGORÍA  A RIESGO NORMAL;0,00;USD
1;16;163810;;CATEGORÍA  B RIESGO ACEPTABLE;0,00;USD
1;16;163815;;CATEGORÍA  C RIESGO APRECIABLE;0,00;USD
1;16;163820;;CATEGORÍA  D RIESGO SIGNIFICATIVO;0,00;USD
1;16;163825;;CATEGORÍA  E RIESGO DE INCOBRABILIDAD;0,00;USD
1;16;163905;;CATEGORÍA  A RIESGO NORMAL;0,00;USD
1;16;163910;;CATEGORÍA  B RIESGO ACEPTABLE;0,00;USD
1;16;163915;;CATEGORÍA  C RIESGO APRECIABLE;0,00;USD
1;16;163920;;CATEGORÍA  D RIESGO SIGNIFICATIVO;0,00;USD
1;16;163925;;CATEGORÍA  E RIESGO DE INCOBRABILIDAD;0,00;USD
1;16;164100;;A DIRECTORES;0,00;USD
1;16;164200;;APORTES POR COBRAR ;0,00;USD
1;16;164300;;EN  OPERACIONES CONJUNTAS;0,00;USD
1;16;164400;;PROMESAS DE COMPRA VENTA ;0,00;USD
1;16;164500;;RETENCIÓN SOBRE CONTRATOS ;0,00;USD
1;16;164700;;RECLAMACIONES ;0,00;USD
1;16;164800;;PRESTACIÓN DE SERVICIOS;0,00;USD
1;16;164900;;RECURSOS ENTREGADOS EN ADMINISTRACIÓN;0,00;USD
1;16;165205;;COMPRAS POR CUMPLIR;0,00;USD
1;16;165210;;COMPRAS POR CUMPLIR TÍTULOS SOBRE PRODUCTOS AGROPECUARIOS Y PRODUCTOS AGROPECUARIOS;0,00;USD
1;16;165305;;BOLSAS DE VALORES;0,00;USD
1;16;165310;;BOLSAS DE BIENES Y PRODUCTOS AGROPECUARIOS Y AGROINDUSTRIALES ;0,00;USD
1;16;165315;;SISTEMAS CENTRALIZADOS DE OPERACIONES;0,00;USD
1;16;165320;;SOCIEDADES COMISIONISTAS DE BOLSAS DE VALORES;0,00;USD
1;16;165325;;COMISIONISTAS DE BOLSAS DE BIENES Y PRODUCTOS AGROPECUARIOS Y AGROINDUSTRIALES;0,00;USD
1;16;165405;;TÍTULOS COLOCADOS POR COBRAR;0,00;USD
1;16;165410;;TÍTULOS SOBRE PRODUCTOS AGROPECUARIOS COLOCADOS POR COBRAR;0,00;USD
1;16;165805;;SEGUROS DE DEPÓSITO PAGADOS;0,00;USD
1;16;165810;;DERECHOS POR COMPRA DE ACREENCIAS;0,00;USD
1;16;165815;;PRÉSTAMOS Y/O APOYOS DE LIQUIDEZ;0,00;USD
1;16;165895;;OTROS;0,00;USD
1;16;166100;;PRÉSTAMOS A ENTIDADES INSCRITAS Y VINCULADAS (FOGAFIN Y FOGACOOP);0,00;USD
1;16;166505;;SEGURO DE DEPÓSITOS;0,00;USD
1;16;166510;;COSTO DE GARANTÍA;0,00;USD
1;16;166515;;RECAUDOS PENDIENTES CARTERA HIPOTECARIA;0,00;USD
1;16;166520;;NACIÓN – CAPITALIZACIONES;0,00;USD
1;16;166525;;FOGACOOP;0,00;USD
1;16;166600;;ACUERDOS DE CONCESIÓN DE SERVICIOS;0,00;USD
1;16;167005;;EMISOR;0,00;USD
1;16;167010;;INVERSIONISTA;0,00;USD
1;16;167105;;PRIMAS ACEPTADAS POR RECAUDAR;0,00;USD
1;16;167195;;OTROS CONCEPTOS;0,00;USD
1;16;167200;;DEPÓSITOS EN PODER DE CEDENTES INTERIOR;0,00;USD
1;16;167300;;COMPAÑÍAS CEDENTES EXTERIOR CUENTA CORRIENTE  ;0,00;USD
1;16;167400;;DEPÓSITOS EN PODER DE CEDENTES EXTERIOR ;0,00;USD
1;16;167500;;COASEGURADORES CUENTA CORRIENTE ACEPTADOS  ;0,00;USD
1;16;167600;;COASEGURADORES CUENTA CORRIENTE CEDIDOS  ;0,00;USD
1;16;167700;;REASEGURADORES INTERIOR CUENTA CORRIENTE;0,00;USD
1;16;167800;;REASEGURADORES EXTERIOR CUENTA CORRIENTE  ;0,00;USD
1;16;167905;;BANCO DE COMERCIO EXTERIOR – BANCOLDEX;0,00;USD
1;16;168005;;PARA SINIESTROS PENDIENTES PARTE REASEGURADORES DEL INTERIOR;0,00;USD
1;16;168010;;PARA SINIESTROS PENDIENTES PARTE REASEGURADORES DEL EXTERIOR;0,00;USD
1;16;168015;;DE RIESGOS EN CURSO REASEGURADORES DEL INTERIOR;0,00;USD
1;16;168020;;DE RIESGOS EN CURSO REASEGURADORES DEL EXTERIOR;0,00;USD
1;16;168025;;PARA SINIESTROS NO AVISADOS;0,00;USD
1;16;168095;;DETERIORO RESERVAS TÉCNICAS PARTE REASEGURADORES;0,00;USD
1;16;168105;;SEGURO DE CRÉDITO A LA EXPORTACIÓN PARA RIESGOS POLÍTICOS Y EXTRAORDINARIOS;0,00;USD
1;16;168200;;DEPÓSITO DE RESERVA A REASEGURADORES DEL EXTERIOR  ;0,00;USD
1;16;168305;;AGENTES COLOCADORES DE SEGUROS-ANTICIPO COMISIONES;0,00;USD
1;16;168310;;AGENCIAS COLOCADORAS DE SEGUROS-ANTICIPO COMISIONES;0,00;USD
1;16;168315;;SOCIEDADES CORREDORAS DE SEGUROS-ANTICIPO COMISIONES;0,00;USD
1;16;168320;;DESCUENTOS ;0,00;USD
1;16;168325;;DEDUCCIONES;0,00;USD
1;16;168330;;PROPAGANDA FACTURADA;0,00;USD
1;16;168405;;NEGOCIOS DIRECTOS;0,00;USD
1;16;168410;;COASEGURO ACEPTADO;0,00;USD
1;16;168415;;COASEGURO CEDIDO;0,00;USD
1;16;168420;;POR CANCELACIÓN AUTOMÁTICA;0,00;USD
1;16;168505;;EMPLEADORES;0,00;USD
1;16;168510;;ADMINISTRADORAS DE RIESGOS LABORALES;0,00;USD
1;16;168515;;PROMOTORAS DE SALUD;0,00;USD
1;16;168520;;INSTITUCIONES PRESTADORAS DE SERVICIOS DE SALUD;0,00;USD
1;16;168595;;OTRAS;0,00;USD
1;16;168605;;CÁMARA DE COMPENSACIÓN DEL SOAT;0,00;USD
1;16;168610;;COSTOS CONTRATOS NO PROPORCIONALES;0,00;USD
1;16;168615;;FONDO NACIONAL DE BOMBEROS;0,00;USD
1;16;168695;;OTRAS;0,00;USD
1;16;168705;;COMISIONES;0,00;USD
1;16;168795;;OTRAS;0,00;USD
1;16;168900;;DETERIORO EN EL VALOR DE LOS ACTIVOS;0,00;USD
1;16;169005;;CUOTAS   PARTES PENSIONES DE JUBILACIÓN;0,00;USD
1;16;169010;;RECLAMOS A COMPAÑÍAS ASEGURADORAS;0,00;USD
1;16;169015;;CONTRIBUCIONES;0,00;USD
1;16;169020;;PRIMAS DE SEGURO DE INVALIDEZ Y SOBREVIVENCIA;0,00;USD
1;16;169025;;SEGUROS POR COBRAR;0,00;USD
1;16;169030;;A TRANSPORTADORES;0,00;USD
1;16;169035;;BENEFICIOS ECONÓMICOS PERIÓDICOS;0,00;USD
1;16;169095;;OTRAS;69.144.802,57;USD
1;16;169205;;CATEGORÍA  A - CRÉDITO NORMAL, INTERESES;-1.105,22;USD
1;16;169210;;CATEGORÍA B - CRÉDITO ACEPTABLE, INTERESES;-34.937,61;USD
1;16;169215;;CATEGORÍA C - CRÉDITO APRECIABLE, INTERESES;-81.852,89;USD
1;16;169220;;CATEGORÍA D - CRÉDITO SIGNIFICATIVO, INTERESES;-43.092,62;USD
1;16;169225;;CATEGORÍA E - CRÉDITO IRRECUPERABLE, INTERESES;-762.191,50;USD
1;16;169230;;CATEGORÍA A - CRÉDITO NORMAL, PAGO POR CUENTA DE CLIENTES;0,00;USD
1;16;169235;;CATEGORÍA B - CRÉDITO ACEPTABLE, PAGO POR CUENTA DE CLIENTES;0,00;USD
1;16;169240;;CATEGORÍA C - CRÉDITO APRECIABLE, PAGO POR CUENTA DE CLIENTES;0,00;USD
1;16;169245;;CATEGORÍA D - CRÉDITO SIGNIFICATIVO, PAGO POR CUENTA DE CLIENTES;0,00;USD
1;16;169250;;CATEGORÍA E - CRÉDITO IRRECUPERABLE, PAGO POR CUENTA DE CLIENTES;0,00;USD
1;16;169255;;CATEGORÍA A - CRÉDITO NORMAL, CÁNONES BIENES DADOS EN LEASING OPERACIONAL;0,00;USD
1;16;169260;;CATEGORÍA B - CRÉDITO ACEPTABLE, CÁNONES BIENES DADOS EN LEASING OPERACIONAL;0,00;USD
1;16;169265;;CATEGORÍA C - CRÉDITO APRECIABLE, CÁNONES BIENES DADOS EN LEASING OPERACIONAL;0,00;USD
1;16;169270;;CATEGORÍA D - CRÉDITO SIGNIFICATIVO, CÁNONES BIENES DADOS EN LEASING OPERACIONAL;0,00;USD
1;16;169275;;CATEGORÍA E - CRÉDITO IRRECUPERABLE, CÁNONES BIENES DADOS EN LEASING OPERACIONAL;0,00;USD
1;16;169276;;CATEGORIA A – RIESGO NORMAL, COMPONENTE FINANCIERO;0,00;USD
1;16;169278;;CATEGORIA B – RIESGO ACEPTABLE, COMPONENTE FINANCIERO;0,00;USD
1;16;169280;;CATEGORIA C – RIESGO APRECIABLE, COMPONENTE FINANCIERO;0,00;USD
1;16;169282;;CATEGORIA D – RIESGO SIGNIFICATIVO, COMPONENTE FINANCIERO;0,00;USD
1;16;169284;;CATEGORIA E – RIESGO DE INCOBRABILIDAD, COMPONENTE FINANCIERO;0,00;USD
1;16;169300;;TRANSFERENCIA ANUAL A CARGO DE LAS EMPRESAS;0,00;USD
1;16;169410;;COMISIONES;0,00;USD
1;16;169415;;SERVICIOS DE ALMACENAJE;0,00;USD
1;16;169430;;VENTA DE BIENES Y SERVICIOS;0,00;USD
1;16;169440;;PROMETIENTES VENDEDORES;0,00;USD
1;16;169450;;HONORARIOS;0,00;USD
1;16;169452;;CATEGORÍA A - CRÉDITO NORMAL, INTERESES;-59.261,95;USD
1;16;169453;;CATEGORÍA B - CRÉDITO ACEPTABLE, INTERESES;-574.125,73;USD
1;16;169454;;CATEGORÍA C - CRÉDITO APRECIABLE, INTERESES;-717.805,72;USD
1;16;169456;;CATEGORÍA D - CRÉDITO SIGNIFICATIVO, INTERESES;-47.689,69;USD
1;16;169457;;CATEGORÍA E - CRÉDITO IRRECUPERABLE, INTERESES;-9.575.619,44;USD
1;16;169462;;CATEGORÍA A- CRÉDITO NORMAL, PAGO POR CUENTA DE CLIENTES;-403,48;USD
1;16;169463;;CATEGORÍA B - CRÉDITO ACEPTABLE, PAGO POR CUENTA DE CLIENTES;-254,30;USD
1;16;169464;;CATEGORÍA C - CRÉDITO APRECIABLE, PAGO POR CUENTA DE CLIENTES;0,00;USD
1;16;169466;;CATEGORÍA D - CRÉDITO SIGNIFICATIVO, PAGO POR CUENTA DE CLIENTES;0,00;USD
1;16;169467;;CATEGORÍA E - CRÉDITO IRRECUPERABLE, PAGO POR CUENTA DE CLIENTES;-71.190,49;USD
1;16;169469;;CATEGORÍA A - CRÉDITO NORMAL, CÁNONES BIENES DADOS EN LEASING OPERACIONAL;0,00;USD
1;16;169470;;CATEGORÍA B - CRÉDITO ACEPTABLE, CÁNONES BIENES DADOS EN LEASING OPERACIONAL;0,00;USD
1;16;169471;;CATEGORÍA C - CRÉDITO APRECIABLE, CÁNONES BIENES DADOS EN LEASING OPERACIONAL;0,00;USD
1;16;169472;;CATEGORÍA D - CRÉDITO SIGNIFICATIVO, CÁNONES BIENES DADOS EN LEASING OPERACIONAL;0,00;USD
1;16;169473;;CATEGORÍA E - CRÉDITO IRRECUPERABLE, CÁNONES BIENES DADOS EN LEASING OPERACIONAL;0,00;USD
1;16;169476;;CATEGORIA A – RIESGO NORMAL, COMPONENTE FINANCIERO;0,00;USD
1;16;169478;;CATEGORIA B – RIESGO ACEPTABLE, COMPONENTE FINANCIERO;0,00;USD
